"NAME","ZIP","asset_size","MAINOFF","CERT","OFFNAME"
"Bank Of Commerce","73534","207507.0","1","57491","Bank Of Commerce"
"Capital Bank Of Texas","78834","68602.0","1","57495","Capital Bank Of Texas"
"Pathfinder Commercial Bank","13126","98758.0","1","57497","Pathfinder Commercial Bank"
"Country Bank","86301","199553.0","1","57498","Country Bank"
"Fox River State Bank","53105","78135.0","1","57504","Fox River State Bank"
"Liberty National Bank","51106","321813.0","1","57505","Liberty National Bank"
"Avidbank","94301","556202.0","1","57510","Avidbank"
"Community First Bank Of Indiana","46901","221848.0","1","57511","Community First Bank Of Indiana"
"Western Alliance Bank","85004","1.330516E7","1","57512","Western Alliance Bank"
"Willamette Community Bank","97321","99556.0","1","57513","Willamette Community Bank"
"First Bank Of Charleston, Inc.","25362","206762.0","1","57514","First Bank Of Charleston, Inc."
"Tolleson Private Bank","75205","516835.0","1","57522","Tolleson Private Bank"
"Liberty Bell Bank","8053","144971.0","1","57524","Liberty Bell Bank"
"Grand Mountain Bank, Fsb","80446","89476.0","1","57531","Grand Mountain Bank, Fsb"
"The Hometown Bank Of Alabama","35121","320054.0","1","57540","The Hometown Bank Of Alabama"
"Toyota Financial Savings Bank","89074","929697.0","1","57542","Toyota Financial Savings Bank"
"Trinity Bank, N.A.","76107","203855.0","1","57543","Trinity Bank, N.A."
"Heritage Bank","66614","49182.0","1","57548","Heritage Bank"
"First Capital Bank","38138","248967.0","1","57552","First Capital Bank"
"Traditions Bank","35055","291311.0","1","57554","Traditions Bank"
"The Oculina Bank","34950","210067.0","1","57559","The Oculina Bank"
"Gulf Coast Community Bank","32502","138970.0","1","57564","Gulf Coast Community Bank"
"Ubs Bank Usa","84111","4.7860365E7","1","57565","Ubs Bank Usa"
"Peoplestrust Bank","35570","84081.0","1","57569","Peoplestrust Bank"
"Comenity Capital Bank","84121","3175954.0","1","57570","Comenity Capital Bank"
"Continental Bank","84101","163191.0","1","57571","Continental Bank"
"Heritage Bank Of The Ozarks","65536","97951.0","1","57576","Heritage Bank Of The Ozarks"
"Community Bank Of Georgia","31513","73236.0","1","57579","Community Bank Of Georgia"
"Maple Bank","55316","47548.0","1","57581","Maple Bank"
"Golden State Bank","91786","112413.0","1","57585","Golden State Bank"
"Integrity Bank & Trust","80132","148822.0","1","57587","Integrity Bank & Trust"
"Santa Cruz County Bank","95060","500494.0","1","57591","Santa Cruz County Bank"
"Tidelands Bank","29464","475197.0","1","57594","Tidelands Bank"
"First Advantage Bank","55433","78348.0","1","57596","First Advantage Bank"
"Mainstreet Community Bank Of Florida","32720","260551.0","1","57598","Mainstreet Community Bank Of Florida"
"Falcon National Bank","56329","173926.0","1","57603","Falcon National Bank"
"First Western Trust Bank","80202","695114.0","1","57607","First Western Trust Bank"
"Redwood Capital Bank","95501","304296.0","1","57610","Redwood Capital Bank"
"1st Equity Bank Northwest","60089","39483.0","1","57611","1st Equity Bank Northwest"
"Congressional Bank","20854","477092.0","1","57614","Congressional Bank"
"Arizona Bank & Trust","85016","510838.0","1","57620","Arizona Bank & Trust"
"Fidelity Bank","76308","369441.0","1","57621","Fidelity Bank"
"Clarion County Community Bank","16214","131707.0","1","57624","Clarion County Community Bank"
"1st State Bank","48604","205341.0","1","57626","1st State Bank"
"Bank Of Virginia","23112","343101.0","1","57627","Bank Of Virginia"
"Signature Bank","55343","315767.0","1","57631","Signature Bank"
"Homeland Community Bank","37110","140643.0","1","57632","Homeland Community Bank"
"1st Security Bank Of Washington","98043","566310.0","1","57633","1st Security Bank Of Washington"
"Mother Lode Bank","95370","70727.0","1","57637","Mother Lode Bank"
"Bank Of Walker County","35501","69707.0","1","57640","Bank Of Walker County"
"Gateway Bank","55118","134125.0","1","57644","Gateway Bank"
"Heritage Community Bank","37745","92974.0","1","57656","Heritage Community Bank"
"1st Century Bank, National Association","90067","661277.0","1","57657","1st Century Bank, National Association"
"Veritex Community Bank","75225","822629.0","1","57665","Veritex Community Bank"
"Empire State Bank","12550","194811.0","1","57672","Empire State Bank"
"Cedarstone Bank","37087","170286.0","1","57684","Cedarstone Bank"
"American Commerce Bank, National Association","30110","167123.0","1","57686","American Commerce Bank, National Association"
"American Trust Bank Of East Tennessee","37919","134134.0","1","57689","American Trust Bank Of East Tennesse"
"First National Bank Of Decatur County","39818","109446.0","1","57694","First National Bank Of Decatur Count"
"American Investors Bank And Mortgage","55344","86713.0","1","57695","American Investors Bank And Mortgage"
"Washingtonfirst Bank","20190","1523485.0","1","57696","Washingtonfirst Bank"
"Beverly Bank & Trust Company, National Association","60643","867372.0","1","57701","Beverly Bank & Trust Company, National Association"
"T Bank, National Association","75248","171816.0","1","57703","T Bank, National Association"
"Texstar National Bank","78148","219422.0","1","57704","Texstar National Bank"
"Summit Bank","97401","199113.0","1","57706","Summit Bank"
"American Enterprise Bank Of Florida","32256","200368.0","1","57709","American Enterprise Bank Of Florida"
"Greene County Commercial Bank","12414","222261.0","1","57710","Greene County Commercial Bank"
"Mountain Valley Community Bank","30528","164763.0","1","57711","Mountain Valley Community Bank"
"Indiana Business Bank","46240","66412.0","1","57713","Indiana Business Bank"
"Bay Commercial Bank","94596","606021.0","1","57716","Bay Commercial Bank"
"Post Oak Bank, N.A.","77027","937545.0","1","57729","Post Oak Bank, N.A."
"Bank @lantec","23452","111480.0","1","57730","Bank @lantec"
"Alliance Bank & Trust Company","28054","160218.0","1","57733","Alliance Bank & Trust Company"
"Eh National Bank","90211","241806.0","1","57734","Eh National Bank"
"Pacific Valley Bank","93901","250746.0","1","57740","Pacific Valley Bank"
"First Southwest Bank","81101","259684.0","1","57741","First Southwest Bank"
"Mainstreet Bank","22030","375578.0","1","57742","Mainstreet Bank"
"Providence Bank & Trust","60473","491119.0","1","57754","Providence Bank & Trust"
"Coastalstates Bank","29928","412838.0","1","57756","Coastalstates Bank"
"National Bank Of Commerce","35209","1254379.0","1","57764","National Bank Of Commerce"
"Target Bank","84111","69158.0","1","57769","Target Bank"
"Nature Coast Bank","34442","59002.0","1","57773","Nature Coast Bank"
"Howard Bank","21043","746741.0","1","57776","Howard Bank"
"Meridian Bank","19301","612290.0","1","57777","Meridian Bank"
"Nantahala Bank & Trust Company","28734","147454.0","1","57784","Nantahala Bank & Trust Company"
"Lakeview Bank","55044","62775.0","1","57785","Lakeview Bank"
"Sovereign Bank","75252","1118392.0","1","57787","Sovereign Bank"
"Patriot Bank","34655","129794.0","1","57789","Patriot Bank"
"First Sound Bank","98104","139361.0","1","57799","First Sound Bank"
"Ally Bank","84047","1.06724813E8","1","57803","Ally Bank"
"Bucks County Bank","18901","186853.0","1","57804","Bucks County Bank"
"Quontic Bank","11106","155493.0","1","57807","Quontic Bank"
"Hamilton State Bank","30548","1658240.0","1","57810","Hamilton State Bank"
"Sterling Bank","63901","688698.0","1","57813","Sterling Bank"
"Banesco Usa","33134","942252.0","1","57815","Banesco Usa"
"Bank Of Santa Clarita","91355","270286.0","1","57816","Bank Of Santa Clarita"
"Maryland Financial Bank","21204","56243.0","1","57821","Maryland Financial Bank"
"Truxton Trust Company","37205","355519.0","1","57825","Truxton Trust Company"
"Beal Bank Usa","89134","5322639.0","1","57833","Beal Bank Usa"
"Emigrant Mercantile Bank","10017","3545.0","1","57834","Emigrant Mercantile Bank"
"Valliance Bank","73118","323773.0","1","57841","Valliance Bank"
"Penn Liberty Bank","19087","639176.0","1","57844","Penn Liberty Bank"
"Pioneer Commercial Bank","12180","98499.0","1","57849","Pioneer Commercial Bank"
"Ojai Community Bank","93023","188108.0","1","57850","Ojai Community Bank"
"Franklin County United Bank","37324","83530.0","1","57851","Franklin County United Bank"
"Timberline Bank","81505","188553.0","1","57857","Timberline Bank"
"Bank Of Michigan","48334","108289.0","1","57861","Bank Of Michigan"
"Thurston First Bank","98506","122805.0","1","57862","Thurston First Bank"
"United Citizens Bank Of Southern Kentucky","42728","133304.0","1","57867","United Citizens Bank Of Southern Ken"
"1st Trust Bank, Inc.","41701","194519.0","1","57869","1st Trust Bank, Inc."
"State Bank And Trust Company","31210","2760348.0","1","57870","State Bank And Trust Company"
"Pacific West Bank","97068","52234.0","1","57872","Pacific West Bank"
"Cwbb","90010","744028.0","1","57873","Cwbb"
"Paragon Bank","38119","296645.0","1","57874","Paragon Bank"
"The Bank Of Oswego","97034","77842.0","1","57877","The Bank Of Oswego"
"Main Street Bank","48025","193016.0","1","57878","Main Street Bank"
"Lake National Bank","44060","150461.0","1","57879","Lake National Bank"
"Palmetto Heritage Bank & Trust","29585","146866.0","1","57880","Palmetto Heritage Bank & Trust"
"Legacy State Bank","30052","71120.0","1","57882","Legacy State Bank"
"Superior Bank","63042","26420.0","1","57884","Superior Bank"
"Newdominion Bank","28204","282983.0","1","57888","Newdominion Bank"
"Hsbc Bank Usa, National Association","22102","1.90499714E8","1","57890","Hsbc Bank Usa, National Association"
"Visionbank","58103","156918.0","1","57892","Visionbank"
"Southerntrust Bank","62939","50766.0","1","57897","Southerntrust Bank"
"First Madison Bank & Trust","30628","174742.0","1","57898","First Madison Bank & Trust"
"1st Advantage Bank","63376","82084.0","1","57899","1st Advantage Bank"
"One World Bank","75229","80289.0","1","57901","One World Bank"
"First Community Bank","95404","953437.0","1","57903","First Community Bank"
"California United Bank","90017","2470515.0","1","57904","California United Bank"
"First State Bank","50658","45792.0","1","57910","First State Bank"
"Bank Of Grove","74344","138809.0","1","57915","Bank Of Grove"
"Connectone Bank","7632","3657207.0","1","57919","Connectone Bank"
"Prime Alliance Bank","84087","172937.0","1","57920","Prime Alliance Bank"
"Texas Brand Bank","75042","135399.0","1","57922","Texas Brand Bank"
"Peach State Bank & Trust","30501","148870.0","1","57923","Peach State Bank & Trust"
"Founders Community Bank","93401","185765.0","1","57924","Founders Community Bank"
"Rockford Bank And Trust Company","61107","364241.0","1","57927","Rockford Bank And Trust Company"
"Anchor Commercial Bank","33408","106739.0","1","57931","Anchor Commercial Bank"
"Valley Bank Of Nevada","89031","87630.0","1","57933","Valley Bank Of Nevada"
"Stonegate Bank","33062","2273257.0","1","57934","Stonegate Bank"
"Bank Of Georgetown","20007","1191382.0","1","57941","Bank Of Georgetown"
"Monument Bank","20814","486385.0","1","57942","Monument Bank"
"Open Bank","90017","564772.0","1","57944","Open Bank"
"Freedom Bank","33701","147804.0","1","57945","Freedom Bank"
"Benchmark Bank","43230","127262.0","1","57949","Benchmark Bank"
"Independence National Bank","29601","102992.0","1","57951","Independence National Bank"
"Bank Of Bozeman","59718","62411.0","1","57952","Bank Of Bozeman"
"Legacy National Bank","72762","341030.0","1","57953","Legacy National Bank"
"Sumner Bank & Trust","37066","159831.0","1","57954","Sumner Bank & Trust"
"Puget Sound Bank","98004","425143.0","1","57955","Puget Sound Bank"
"Citizens Bank, National Association","2903","1.069476E8","1","57957","Citizens Bank, National Association"
"Security Bank Of California","92501","657916.0","1","57964","Security Bank Of California"
"First Choice Bank","90703","717671.0","1","57966","First Choice Bank"
"First Resource Bank","19341","193180.0","1","57967","First Resource Bank"
"Sonabank","22101","1011332.0","1","57968","Sonabank"
"Lincolnway Community Bank","60451","169037.0","1","57971","Lincolnway Community Bank"
"Foundations Bank","53072","122812.0","1","57972","Foundations Bank"
"Biscayne Bank","33133","588938.0","1","57973","Biscayne Bank"
"Saigon National Bank","92683","48807.0","1","57974","Saigon National Bank"
"Savibank","98233","136115.0","1","57978","Savibank"
"Indus American Bank","8830","245067.0","1","57983","Indus American Bank"
"United International Bank","11355","184099.0","1","57987","United International Bank"
"Pan Pacific Bank","94539","147139.0","1","57989","Pan Pacific Bank"
"Huron Valley State Bank","48381","106519.0","1","57990","Huron Valley State Bank"
"Servisfirst Bank","35209","4491328.0","1","57993","Servisfirst Bank"
"Northside Bank","30103","129707.0","1","57994","Northside Bank"
"Bryant Bank","35406","1363442.0","1","57997","Bryant Bank"
"Visionbank","66614","116847.0","1","58000","Visionbank"
"Tri-Valley Bank","94583","102825.0","1","58004","Tri-Valley Bank"
"Georgia Heritage Bank","30132","72293.0","1","58005","Georgia Heritage Bank"
"Legacytexas Bank","75024","6671475.0","1","58006","Legacytexas Bank"
"Freedom Bank","59912","56551.0","1","58010","Freedom Bank"
"Two Rivers Bank & Trust","52601","703934.0","1","58013","Two Rivers Bank & Trust"
"St. Louis Bank","63017","381602.0","1","58018","St. Louis Bank"
"Commerce State Bank","53095","391150.0","1","58020","Commerce State Bank"
"Square 1 Bank","27701","3903887.0","1","58021","Square 1 Bank"
"Verus Bank Of Commerce","80525","281947.0","1","58025","Verus Bank Of Commerce"
"Sunrise Bank","32931","118503.0","1","58029","Sunrise Bank"
"Paradise Bank","33431","318652.0","1","58030","Paradise Bank"
"California Business Bank","90017","75849.0","1","58037","California Business Bank"
"First Resource Bank","55014","71974.0","1","58039","First Resource Bank"
"Civic Bank & Trust","37203","142962.0","1","58040","Civic Bank & Trust"
"Highlands State Bank","7462","299210.0","1","58048","Highlands State Bank"
"Eclipse Bank, Inc.","40207","139499.0","1","58049","Eclipse Bank, Inc."
"First Commerce Bank","8701","594120.0","1","58054","First Commerce Bank"
"Tradition Capital Bank","55435","370786.0","1","58057","Tradition Capital Bank"
"First General Bank","91748","662803.0","1","58060","First General Bank"
"Visionbank","55416","50885.0","1","58063","Visionbank"
"Bank Of San Francisco","94105","189931.0","1","58069","Bank Of San Francisco"
"Flint Community Bank","31721","178666.0","1","58074","Flint Community Bank"
"Atlantic Community Bank","29910","81075.0","1","58075","Atlantic Community Bank"
"American Trust Bank","63501","61647.0","1","58076","American Trust Bank"
"Patriot Federal Bank","13317","133646.0","1","58077","Patriot Federal Bank"
"Putnam 1st Mercantile Bank","38501","116622.0","1","58079","Putnam 1st Mercantile Bank"
"Florida Bank Of Commerce","32802","274842.0","1","58081","Florida Bank Of Commerce"
"Austin Capital Bank Ssb","78757","75582.0","1","58082","Austin Capital Bank Ssb"
"Southpoint Bank","35243","219192.0","1","58088","Southpoint Bank"
"Fresno First Bank","93711","256555.0","1","58090","Fresno First Bank"
"Integrity First Bank","54403","76457.0","1","58091","Integrity First Bank"
"First Priority Bank","19355","503644.0","1","58092","First Priority Bank"
"Idaho First Bank","83638","123471.0","1","58095","Idaho First Bank"
"The Bank Of Santa Barbara","93101","182818.0","1","58098","The Bank Of Santa Barbara"
"Plaza Bank","92612","1038687.0","1","58100","Plaza Bank"
"Bank Of Birmingham","48009","227843.0","1","58101","Bank Of Birmingham"
"Signature Bank Of Georgia","30328","87856.0","1","58103","Signature Bank Of Georgia"
"Southern Community Bank","37388","170061.0","1","58105","Southern Community Bank"
"Riverland Bank","55352","68919.0","1","58106","Riverland Bank"
"Fortunebank","63010","152836.0","1","58107","Fortunebank"
"Noblebank & Trust","36207","191261.0","1","58111","Noblebank & Trust"
"Louisa Community Bank","41230","31615.0","1","58112","Louisa Community Bank"
